dataset,target_id,Ncryst
training,3GG9_A,112
training,3GI7_A,69
training,3GIW_A,218
training,3GJ0_A,146
training,3GJY_A,289
training,3GMI_A,161
training,3GN6_A,200
training,3GNE_A,262
training,3GO2_A,325
training,3GO9_A,427
training,3GON_A,209
training,3GOX_A,229
training,3GQH_A,61
training,3GQQ_A,106
training,3GQV_A,136
training,3GRH_A,185
training,3GS2_A,83
training,3GT5_A,214
training,3GVE_A,364
training,3GWC_A,118
training,3GWI_A,192
training,3GWQ_A,150
training,3GY9_A,86
training,3GYB_A,144
training,3GYD_A,69
training,3GZB_A,177
training,3H0N_A,195
training,3H0O_A,248
training,3H0U_A,304
training,3H2B_A,129
training,3H36_A,37
training,3H49_A,128
training,3H4O_A,205
training,3H75_A,265
training,3H7H_A,79
training,3H7J_A,106
training,3H7O_A,98
training,3H8G_A,521
training,3H8U_A,91
training,3HA2_A,67
training,3HA9_A,120
training,3HBM_A,194
training,3HC1_A,119
training,3HCZ_A,103
training,3HDJ_A,201
training,3HDO_A,284
training,3HFO_A,77
training,3HI2_B,92
training,3HJ4_A,396
training,3HLX_A,210
training,3HMC_A,215
training,3HMZ_A,105
training,3HN0_A,272
training,3HN5_A,182
training,3HN7_A,500
training,3HNX_A,143
training,3HOI_A,91
training,3HP7_A,203
training,3HQ1_A,515
training,3HR0_A,144
training,3HRG_A,195
training,3HRP_A,285
training,3HRQ_A,170
training,3HSY_A,173
training,3HTN_A,129
training,3HUH_A,111
training,3HUP_A,61
training,3HUT_A,324
training,3HV2_A,174
training,3HV8_A,86
training,3HVW_A,152
training,3HXL_A,288
training,3HYN_A,220
training,3I0Z_A,287
training,3I10_A,245
training,3I1A_A,213
training,3I26_A,390
training,3I2K_A,596
training,3I2V_A,119
training,3I3F_A,181
training,3I45_A,425
training,3I6E_A,144
training,3I7M_A,157
training,3I7T_A,56
training,3I83_A,136
training,3I8B_A,344
training,3IA1_A,93
training,3IB5_A,387
training,3IBW_A,38
training,3IBZ_A,102
training,3ID1_A,70
training,3IDB_B,68
training,3IDU_A,95
training,3IE4_A,80
training,3IE7_A,115
training,3IEZ_A,57
training,3IFE_A,460
training,3IIB_A,535
training,3IJW_A,117
training,3ILS_A,167
training,3IMH_A,273
training,3IMK_A,133
training,3IQ2_A,137
training,3IQT_A,92
training,3IRB_A,73
training,3IRP_X,482
training,3IS6_A,111
training,3ISA_A,194
training,3ISX_A,263
training,3IUG_A,150
training,3IUS_A,244
training,3IUW_A,35
training,3IUZ_A,182
training,3IV0_A,432
training,3IV4_A,103
training,3IVV_A,171
training,3IXL_A,182
training,3JQY_A,263
training,3JRV_A,131
training,3JS8_A,380
training,3JSZ_A,395
training,3JTW_A,94
training,3JTZ_A,93
training,3JU3_A,72
training,3JU8_A,235
training,3JUI_A,74
training,3JX9_A,68
training,3JXO_A,39
training,3JYG_A,110
training,3JZ0_A,321
training,3JZL_A,131
training,3K01_A,526
training,3K1T_A,308
training,3K1Z_A,281
training,3K40_A,226
training,3K62_A,163
training,3K67_A,121
training,3K6M_A,294
training,3K6Q_A,86
training,3K6Y_A,247
training,3K7C_A,37
training,3KBB_A,95
training,3KD3_A,169
training,3KD4_A,285
training,3KDE_C,42
training,3KDW_A,192
training,3KEV_A,118
training,3KG0_A,66
training,3KGK_A,124
training,3KH1_A,210
training,3KIZ_A,406
training,3KJJ_A,96
training,3KKG_A,126
training,3KKI_A,175
training,3KLQ_A,56
training,3KM5_A,137
training,3KMH_A,165
training,3KOJ_A,29
training,3KOP_A,130
training,3KTO_A,49
training,3KUV_A,89
training,3KWL_A,257
training,3KWR_A,101
training,3L46_A,48
training,3L4A_A,109
training,3L4E_A,135
training,3L4N_A,124
training,3L4R_A,109
training,3L5A_A,202
training,3L6N_A,298
training,3L8A_A,266
training,3L8D_A,95
training,3LAA_A,148
training,3LAE_A,29
training,3LAX_A,42
training,3LCC_A,186
training,3LET_A,170
training,3LEW_A,399
training,3LG3_A,471
training,3LHN_A,107
training,3LHO_A,131
training,3LHS_A,255
training,3LID_A,208
training,3LJU_X,273
training,3LK7_A,285
training,3LKM_A,248
training,3LL7_A,287
training,3LLK_A,97
training,3LM3_A,486
training,3LMO_A,51
training,3LNL_A,279
training,3LP5_A,136
training,3LPW_A,193
training,3LQB_A,151
training,3LRT_A,156
training,3LS9_A,440
training,3LSN_A,164
training,3LSZ_A,115
training,3LUI_A,137
training,3LUR_A,89
training,3LV4_A,305
training,3LW3_A,80
training,3LX3_A,84
training,3LXZ_A,137
training,3LY7_A,226
training,3LYG_A,104
training,3LZW_A,175
training,3M0F_A,135
training,3M1T_A,214
training,3M1U_A,352
training,3M4A_A,221
training,3M4R_A,96
training,3M86_A,48
training,3M9L_A,161
training,3MB5_A,136
training,3MCW_A,231
training,3MCZ_A,201
training,3MDQ_A,212
training,3MDU_A,353
training,3ME7_A,189
training,3MEA_A,147
training,3MGD_A,109
training,3MHS_C,43
training,3MIL_A,328
training,3MIZ_A,111
training,3MKH_A,280
training,3MKO_A,45
training,3MMG_A,231
training,3MMY_A,208
training,3MMY_B,26
training,3MNM_A,79
training,3MQZ_A,232
training,3MR0_A,115
training,3MUJ_A,79
training,3MW8_A,76
training,3MWB_A,133
training,3MWZ_A,82
training,3MXN_B,91
training,3MXO_A,71
training,3MXZ_A,123
training,3MZ2_A,171
training,3MZO_A,71
training,3MZZ_A,72
training,3N01_A,109
training,3N0X_A,369
training,3N17_A,279
training,3N1F_C,80
training,3N2W_A,390
training,3N5B_B,41
training,3N72_A,64
training,3N8B_A,51
training,3N9U_C,44
training,3NA6_A,174
training,3NBM_A,117
training,3NCE_B,75
training,3NEC_A,199
training,3NED_A,318
training,3NEH_A,176
training,3NFI_A,90
training,3NG7_X,336
training,3NKE_A,247
training,3NL9_A,94
training,3NNB_A,362
training,3NO0_A,209
training,3NO3_A,187
training,3NO7_A,79
training,3NPH_B,119
training,3NRE_A,168
training,3NRF_A,78
training,3NSW_A,121
training,3NV0_A,116
training,3NVX_A,334
training,3NX3_A,327
training,3NY7_A,100
training,3NYC_A,358
training,3NZ3_A,94
training,3O0F_A,132
training,3O0M_A,108
training,3O22_A,97
training,3O2R_A,196
training,3O3M_A,264
training,3O6P_A,171
training,3OAM_A,121
training,3OC7_A,205
training,3OCJ_A,249
training,3OEP_A,422
training,3OFK_A,172
training,3OHG_A,256
training,3OHR_A,147
training,3OIS_A,294
training,3OKG_A,159
training,3OL3_A,45
training,3ON4_A,118
training,3ON9_A,224
training,3OO8_A,364
training,3OOS_A,241
training,3OOX_A,208
training,3OP6_A,46
training,3OQG_A,119
training,3OQP_A,239
training,3OR1_B,180
training,3OTI_A,432
training,3OU2_A,140
training,3OV9_A,222
training,3OXH_A,165
training,3OZ2_A,134
training,3P0F_A,216
training,3P0Y_A,134
training,3P2T_A,164
training,3P2Y_A,275
training,3P3O_A,372
training,3P48_A,124
training,3P4G_A,321
training,3P4T_A,292
training,3P6L_A,128
training,3P9V_A,123
training,3PAS_A,69
training,3PC7_A,40
training,3PD7_A,141
training,3PDW_A,172
training,3PE7_A,387
training,3PF2_A,392
training,3PFE_A,254
training,3PFG_A,230
training,3PFY_A,49
training,3PHS_A,211
training,3PIU_A,166
training,3PJ0_A,353
training,3PL8_A,479
training,3PLU_A,95
training,3PM2_A,188
training,3PMS_A,314
training,3PNZ_A,215
training,3POW_A,322
training,3PP5_A,48
training,3PPL_A,580
training,3PPM_A,299
training,3PQH_A,113
training,3PR6_A,107
training,3PRO_C,79
training,3PT8_A,47
training,3PVI_A,114
training,3PYW_A,156
training,3Q1N_A,201
training,3Q46_A,261
training,3Q4O_A,158
training,3Q64_A,184
training,3QBM_A,96
training,3QC0_A,139
training,3QC7_A,158
training,3QFT_A,404
training,3QH4_A,418
training,3QHQ_A,185
training,3QI7_A,179
training,3QIO_A,90
training,3QK8_A,229
training,3QLE_A,105
training,3QOO_A,76
training,3QOU_A,116
training,3QRL_A,117
training,3QS2_A,218
training,3QTA_A,76
training,3QVQ_A,240
training,3QX1_A,100
training,3QY7_A,205
training,3QZB_A,202
training,3QZM_A,106
training,3R15_A,68
training,3R1Z_A,169
training,3R44_A,281
training,3R5T_A,245
training,3R7A_A,104
training,3R87_A,87
training,3R89_A,196
training,3RC1_A,251
training,3RF0_A,133
training,3RF3_A,145
training,3RFX_A,226
training,3RHZ_A,133
training,3RK6_A,110
training,3RPC_A,285
training,3RPD_A,363
training,3RPE_A,193
training,3RQT_A,634
training,3RT2_A,93
training,3RTL_A,128
training,3RUI_A,150
training,3RVA_A,313
training,3RX9_A,142
training,3RXY_A,94
training,3RY4_A,140
training,3RYK_A,88
training,3S2J_A,448
training,3S2R_A,64
training,3S3T_A,77
training,3S4Y_A,131
training,3S5B_A,197
training,3S8I_A,80
training,3S8S_A,74
training,3SB1_A,59
training,3SD2_A,58
training,3SD7_A,118
training,3SG0_A,368
training,3SGG_A,422
training,3SGW_A,152
training,3SHG_A,146
training,3SHG_B,54
training,3SHO_A,68
training,3SIB_A,159
training,3SIG_A,269
training,3SJH_B,30
training,3SJL_D,437
training,3SKX_A,109
training,3SLZ_A,62
training,3SNF_A,120
training,3SNY_A,83
training,3SON_A,60
training,3STP_A,232
training,3SU6_A,144
training,3SVT_A,125
training,3SXM_A,121
training,3SXU_B,58
training,3SY1_A,310
training,3SY6_A,131
training,3SZ3_A,395
training,3SZV_A,247
training,3T0O_A,168
training,3T2C_A,209
training,3T64_A,90
training,3T7H_A,233
training,3T7L_A,74
training,3T8K_A,87
training,3T92_A,138
training,3TCV_A,339
training,3TFJ_A,134
training,3TG2_A,229
training,3TGH_A,143
training,3THR_A,149
training,3TQL_A,236
training,3TQT_A,133
training,3TT9_A,255
training,3TUT_A,172
training,3TVQ_A,114
training,3U1L_A,196
training,3U1U_A,45
training,3U2U_A,179
training,3U62_A,113
training,3U65_A,205
training,3U6G_A,90
training,3U8V_A,42
training,3U9G_A,139
training,3U9W_A,598
training,3UB6_A,203
training,3UCE_A,207
training,3UF6_A,143
training,3UFE_A,43
training,3UJC_A,384
training,3ULT_A,55
training,3UMO_A,118
training,3UOA_B,143
training,3UR8_A,439
training,3USH_A,56
training,3UUL_A,54
training,3UUW_A,247
training,3V0S_A,179
training,3V1A_A,52
training,3V1V_A,282
training,3V30_A,173
training,3V46_A,72
training,3V4C_A,235
training,3V4K_A,209
training,3V5C_A,481
training,3V68_A,194
training,3V75_A,291
training,3V7B_A,104
training,3V7N_A,434
training,3V9W_A,131
training,3VBJ_A,115
training,3VCA_A,482
training,3VFI_A,53
training,3VGI_A,168
training,3VGL_A,235
training,3VI6_A,58
training,3VJ9_A,190
training,3VK5_A,285
training,3VK8_A,162
training,3VKW_A,427
training,3VMK_A,365
training,3VQJ_A,241
training,3VS8_A,355
training,3VV1_A,164
training,3VWN_X,269
training,3VZX_A,196
training,3W06_A,254
training,3W0E_A,85
training,3W0K_A,313
training,3W0O_A,206
training,3W0T_A,222
training,3W15_A,140
training,3W1O_A,85
training,3W4S_A,180
training,3W56_A,122
training,3W6S_A,90
training,3W77_A,129
training,3WDC_A,131
training,3WEB_A,118
training,3WG3_A,197
training,3WJ2_A,224
training,3WJP_A,191
training,3WKQ_A,262
training,3WMQ_A,50
training,3WMV_A,147
training,3WND_A,271
training,3WQB_B,43
training,3WQC_A,255
training,3WUZ_A,75
training,3WV7_A,74
training,3WVA_A,198
training,3WVQ_A,330
training,3WVT_A,110
training,3WXY_A,324
training,3WYD_A,190
training,3WZS_A,101
training,3X0I_A,89
training,3X2M_A,178
training,3X38_A,87
training,3ZBD_A,105
training,3ZDB_A,159
training,3ZDM_A,62
training,3ZDS_A,550
training,3ZI1_A,198
training,3ZJA_A,95
training,3ZJB_A,98
training,3ZK4_A,552
training,3ZL8_A,166
training,3ZN6_A,116
training,3ZNV_A,285
training,3ZOJ_A,194
training,3ZPY_A,352
training,3ZQI_A,212
training,3ZR8_X,77
training,3ZSU_A,56
training,3ZXC_A,66
training,3ZXY_A,198
training,3ZYP_A,152
training,3ZZO_A,138
training,4A20_A,29
training,4A29_A,249
training,4A3Z_A,179
training,4A42_A,96
training,4A56_A,79
training,4A6Q_A,104
training,4A8X_A,70
training,4A9V_A,681
training,4AC1_X,371
training,4ACF_A,319
training,4ADI_A,281
training,4ADZ_A,46
training,4AFF_A,115
training,4AFH_A,85
training,4AGH_A,50
training,4AL0_A,52
training,4ANN_A,186
training,4AR9_A,293
training,4ASC_A,196
training,4AT7_B,147
training,4AU1_A,182
training,4AUK_A,262
training,4AVS_A,220
training,4AY0_A,222
training,4AZ9_A,64
training,4B1M_A,161
training,4B5O_A,247
training,4B60_A,179
training,4B6I_A,47
training,4B8E_A,103
training,4BFC_A,95
training,4BG7_A,42
training,4BGC_A,123
training,4BJI_A,216
training,4BJS_A,62
training,4BJT_A,109
training,4BLP_A,188
training,4BN4_A,126
training,4BND_A,265
training,4BOL_A,147
training,4BOQ_A,81
training,4BOU_A,60
training,4BPF_A,117
training,4BPY_A,90
training,4BQN_A,377
training,4BVX_A,86
training,4BVX_B,111
training,4BWV_A,95
training,4BX0_A,162
training,4BYZ_A,151
training,4BZ4_A,179
training,4C0N_A,63
training,4C1W_A,148
training,4C5W_A,259
training,4CA1_A,73
training,4CBP_A,131
training,4CD5_A,336
training,4CDJ_A,121
training,4CDP_A,213
training,4CGS_A,226
training,4CHI_A,379
training,4CI9_A,290
training,4CIT_A,281
training,4CJ0_A,641
training,4CJ0_B,47
training,4CMR_A,583
training,4CND_A,122
training,4CO8_A,85
training,4CQ1_A,94
training,4CQB_A,232
training,4CQI_A,56
training,4CRU_A,90
training,4CSR_A,58
training,4CSR_B,75
training,4CVR_A,162
training,4CW4_A,640
training,4CYB_A,97
training,4CZG_A,216
training,4D5B_A,132
training,4D9B_A,243
training,4DGF_A,73
training,4DHI_B,131
training,4DIX_A,172
training,4DM7_A,313
training,4DMG_A,236
training,4DND_A,82
training,4DNY_A,90
training,4DO4_A,225
training,4DOV_A,71
training,4DQ9_A,152
training,4DQA_A,245
training,4DQJ_A,151
training,4DRI_B,55
training,4DV8_A,346
training,4DVJ_A,173
training,4DYQ_A,63
training,4DZO_A,123
training,4E15_A,238
training,4E2X_A,420
training,4E3X_A,477
training,4E40_A,170
training,4E45_E,53
training,4E4R_A,175
training,4E5N_A,191
training,4E5V_A,236
training,4E69_A,219
training,4E6F_A,175
training,4E98_A,82
training,4E9X_A,284
training,4EA9_A,202
training,4EBG_A,98
training,4EBJ_A,267
training,4ED9_A,259
training,4EDK_A,109
training,4EE6_A,346
training,4EFO_A,128
training,4EFP_A,273
training,4EGC_B,179
training,4EHC_A,108
training,4EI7_A,156
training,4EJQ_A,74
training,4EJY_A,146
training,4EKF_A,188
training,4EO0_A,100
training,4ES1_A,115
training,4ES8_A,414
training,4ESQ_A,208
training,4ETN_A,156
training,4EUN_A,66
training,4EUO_A,305
training,4EVU_A,47
training,4EVY_A,52
training,4EWF_A,126
training,4EXO_A,106
training,4EZG_A,197
training,4F03_A,236
training,4F0W_A,206
training,4F1J_A,150
training,4F2F_A,88
training,4F2L_A,50
training,4F3V_A,157
training,4F67_A,120
training,4F8Y_A,162
training,4FB2_A,382
training,4FBC_A,386
training,4FC9_A,97
training,4FCJ_A,69
training,4FDB_A,35
training,4FFU_A,183
training,4FH0_A,80
training,4FK9_A,435
training,4FN7_A,292
training,4FOJ_A,169
training,4FQN_A,83
training,4FTF_A,141
training,4FVG_A,93
training,4FX5_A,336
training,4FYP_A,92
training,4FZP_A,60
training,4G22_A,185
training,4G2E_A,190
training,4G2U_A,169
training,4G4K_A,136
training,4G54_A,213
training,4G78_A,160
training,4G7X_A,113
training,4G7X_B,109
training,4G9Q_A,152
training,4GB5_A,84
training,4GB7_A,318
training,4GBF_A,150
training,4GCI_A,91
training,4GF3_A,91
training,4GF3_B,31
training,4GGC_A,409
training,4GHN_A,336
training,4GIM_A,229
training,4GIO_A,77
training,4GIW_A,77
training,4GNE_A,111
training,4GOQ_A,40
training,4GOS_A,88
training,4GQZ_A,103
training,4GT8_A,85
training,4GT9_A,125
training,4GUC_A,135
training,4GVB_A,80
training,4GVQ_A,285
training,4GWB_A,202
training,4GXB_A,206
training,4H08_A,259
training,4H0C_A,90
training,4H14_A,191
training,4H27_A,264
training,4H5I_A,215
training,4H7Y_A,76
training,4H87_A,58
training,4H89_A,154
training,4H8E_A,123
training,4H8Q_A,76
training,4H9N_C,129
training,4HA4_A,479
training,4HAD_A,211
training,4HB9_A,138
training,4HC9_A,83
training,4HFQ_A,174
training,4HG2_A,272
training,4HH3_C,148
training,4HKH_A,78
training,4HMS_A,243
training,4HN9_A,141
training,4HOI_A,52
training,4HR3_A,481
training,4HS1_A,88
training,4HSQ_A,203
training,4HST_B,441
training,4HTF_A,118
training,4HTL_A,146
training,4HVK_A,208
training,4HW6_A,272
training,4HWC_A,66
training,4I0N_A,222
training,4I0W_A,46
training,4I0X_A,43
training,4I1K_A,102
training,4I66_A,140
training,4I71_A,267
training,4I90_A,140
training,4IA6_A,476
training,4IBN_A,120
training,4IC4_A,251
training,4ICI_A,168
training,4ICV_A,86
training,4IFA_A,167
training,4IGI_A,191
training,4IHU_A,153
training,4IIK_A,115
training,4IIY_A,295
training,4IKN_A,110
training,4INW_A,141
training,4IO2_A,234
training,4IPI_A,339
training,4ITB_A,317
training,4ITJ_A,202
training,4IUM_A,135
training,4IUS_A,239
training,4IVK_A,173
training,4IX3_A,385
training,4IYK_A,73
training,4IZE_A,109
training,4J1O_A,296
training,4J1V_A,125
training,4J25_A,88
training,4J27_A,543
training,4J32_A,63
training,4J37_A,163
training,4J42_A,60
training,4J7N_A,335
training,4J7Q_A,137
training,4J8L_A,216
training,4J8S_A,187
training,4J9Y_B,70
training,4JB3_A,184
training,4JBB_A,81
training,4JBD_A,333
training,4JDU_A,90
training,4JF3_A,95
training,4JHC_A,92
training,4JK8_A,230
training,4JMP_A,204
training,4JND_A,192
training,4JNU_A,29
training,4JP6_A,130
training,4JW0_A,48
training,4K00_A,70
training,4K29_A,187
training,4K3Z_A,262
training,4K4K_A,107
training,4K7B_A,68
training,4K7C_A,312
training,4K7Z_A,360
training,4K82_A,105
training,4K84_A,195
training,4K8G_A,456
training,4K8W_A,76
training,4KBX_A,169
training,4KGD_A,656
training,4KH8_A,292
training,4KM6_A,105
training,4KMR_A,197
training,4KNK_A,253
training,4KOA_A,241
training,4KOP_A,84
training,4KQ9_A,125
training,4KQI_A,208
training,4KS7_A,205
training,4KT3_A,160
training,4KT6_A,173
training,4KT6_B,120
training,4KTW_A,148
training,4KU0_D,73
training,4KV2_A,81
training,4KV7_A,442
training,4L0C_A,289
training,4L0N_A,62
training,4L1J_A,75
training,4L2H_A,387
training,4L4E_A,383
training,4L57_A,208
training,4L5E_A,54
training,4L9O_A,137
training,4L9P_A,304
training,4LA2_A,174
training,4LAN_A,157
training,4LB0_A,185
training,4LBH_A,56
training,4LCL_A,180
training,4LFL_A,74
training,4LGJ_A,240
training,4LOW_A,35
training,4LPL_A,111
training,4LPQ_A,148
training,4LPS_A,115
training,4LQ4_A,198
training,4LR2_A,228
training,4LUA_A,70
training,4LUK_A,106
training,4LUP_A,96
training,4LUQ_C,71
training,4LX2_A,189
training,4LYP_A,568
training,4LZL_A,175
training,4M0N_A,78
training,4M1U_A,338
training,4M2M_A,496
training,4M51_A,441
training,4M68_A,205
training,4M6B_C,9
training,4M7T_A,215
training,4M82_A,446
training,4M85_A,100
training,4M8K_A,146
training,4M91_A,172
training,4MAI_A,139
training,4MAK_A,81
training,4MAM_A,407
training,4MAX_A,91
training,4MCO_A,411
training,4MDA_A,144
training,4MDY_A,159
training,4ME2_A,109
training,4MEW_A,253
training,4MF5_A,243
training,4MFI_A,391
training,4MIY_A,259
training,4MLM_A,102
training,4MMW_A,344
training,4MNN_A,106
training,4MNO_A,79
training,4MQ3_A,138
training,4MR0_A,235
training,4MS4_B,187
training,4MUP_A,309
training,4MUV_A,158
training,4MXN_A,82
training,4MXT_A,171
training,4MYK_A,115
training,4MYV_A,172
training,4MYZ_A,20
training,4MZA_A,178
training,4MZC_A,147
training,4MZD_A,425
training,4MZJ_A,128
training,4N0R_A,379
training,4N13_A,125
training,4N2P_A,154
training,4N3T_A,65
training,4N4U_A,196
training,4N6K_A,314
training,4NB5_A,144
training,4NC6_A,250
training,4NDO_A,134
training,4NJH_A,118
training,4NL9_A,72
training,4NMY_A,187
training,4NN2_A,149
training,4NN5_B,103
training,4NOG_A,541
training,4NOH_A,137
training,4NTD_A,123
training,4NUT_B,15
training,4NWY_A,68
training,4NZK_A,238
training,4O06_A,83
training,4O5F_A,207
training,4O65_A,68
training,4O7H_A,117
training,4O7J_A,73
training,4O87_A,189
training,4O8M_A,391
training,4O9K_A,81
training,4O9L_A,149
training,4OD7_A,167
training,4OE9_A,108
training,4OHC_A,162
training,4OHJ_A,193
training,4OHN_A,234
training,4OI3_A,85
training,4OIE_A,99
training,4OJX_A,201
training,4OMB_A,133
training,4OMF_B,126
training,4OPW_A,189
training,4OUH_A,107
training,4OUS_A,121
training,4OVK_A,166
training,4OVY_A,112
training,4OWT_C,26
training,4OZW_A,158
training,4P0G_A,530
training,4P0T_A,102
training,4P17_A,383
training,4P1E_A,183
training,4P2I_A,135
training,4P3F_A,144
training,4P3V_A,75
training,4P40_A,210
training,4P5E_A,136
training,4P7O_A,307
training,4P9I_A,206
training,4PAG_A,175
training,4PC9_A,357
training,4PED_A,212
training,4PF3_A,160
training,4PF4_A,269
training,4PF6_A,242
training,4PFY_A,558
training,4PH2_A,159
training,4PHQ_A,145
training,4PHR_A,177
training,4PIB_A,44
training,4PJ2_A,97
training,4PKM_A,342
training,4PMO_A,158
training,4PMX_A,292
training,4PNE_A,116
training,4PNO_A,46
training,4PO5_A,87
training,4PP4_A,182
training,4PQG_A,248
training,4PQH_A,245
training,4PUI_A,74
training,4PUX_A,118
training,4PVK_A,413
training,4PW0_A,192
training,4Q14_A,85
training,4Q2S_A,65
training,4Q4W_3,264
training,4Q53_A,70
training,4Q5W_A,233
training,4Q6U_A,127
training,4Q7O_A,109
training,4Q7Q_A,114
training,4Q8K_A,145
training,4QAS_A,145
training,4QBU_A,260
training,4QDC_A,156
training,4QEK_A,265
training,4QFU_A,308
training,4QGP_A,42
training,4QHQ_A,191
training,4QI3_A,105
training,4QIT_A,444
training,4QJV_A,356
training,4QJV_B,125
training,4QKD_A,260
training,4QLX_A,108
training,4QMD_A,222
training,4QOS_A,127
training,4QPN_A,168
training,4QPT_A,198
training,4QPW_A,209
training,4QRN_A,508
training,4QT6_A,89
training,4QXL_A,86
training,4QYW_A,66
training,4R12_A,235
training,4R16_A,478
training,4R1D_B,320
training,4R2X_A,193
training,4R3N_A,161
training,4R4K_A,78
training,4R6H_A,312
training,4R75_A,377
training,4R78_A,296
training,4R81_A,79
training,4RAJ_A,87
training,4RBR_A,149
training,4RCJ_A,160
training,4RD8_A,96
training,4RDB_A,285
training,4RDZ_A,208
training,4REI_A,118
training,4RJ2_A,202
training,4RJW_A,382
training,4RK6_A,94
training,4RKQ_A,145
training,4RO3_A,43
training,4RPT_A,145
training,4RS7_A,89
training,4RT1_A,85
training,4RT5_A,78
training,4RU1_A,319
training,4RU5_A,574
training,4RUW_A,366
training,4RVQ_A,142
training,4RWU_A,104
training,4RXT_A,228
training,4RY1_A,381
training,4RY9_A,205
training,4RZ4_A,146
training,4S12_A,299
training,4S1P_A,104
training,4S28_A,350
training,4S39_A,199
training,4S3K_A,286
training,4TKZ_A,50
training,4TLV_A,378
training,4TMD_A,86
training,4TME_A,89
training,4TMX_A,231
training,4TQR_A,130
training,4TR3_A,84
training,4TR6_A,147
training,4TV5_A,128
training,4TVE_A,243
training,4TYZ_A,98
training,4U3E_A,273
training,4U5H_A,90
training,4U63_A,247
training,4U8F_A,275
training,4U9H_L,527
training,4UA8_A,465
training,4UAS_A,291
training,4UDG_A,263
training,4UDS_A,118
training,4UF7_C,72
training,4UIQ_A,56
training,4UOS_A,117
training,4UP0_A,40
training,4UPI_A,459
training,4UQX_A,264
training,4US5_A,174
training,4USK_A,257
training,4UT1_A,214
training,4UU3_A,263
training,4UVQ_A,195
training,4UWM_A,152
training,4UWX_A,138
training,4UYR_A,159
training,4UZG_A,391
training,4V00_A,215
training,4V0H_A,95
training,4V1J_A,67
training,4V1S_A,255
training,4V2P_A,263
training,4V33_A,335
training,4V3L_C,54
training,4W6Y_A,99
training,4W78_B,106
training,4W79_A,144
training,4W8H_A,124
training,4W8P_A,176
training,4W9Z_A,201
training,4WBJ_A,229
training,4WCK_A,257
training,4WD1_A,360
training,4WE2_A,252
training,4WFV_A,67
training,4WH5_A,107
training,4WHI_A,67
training,4WHS_A,213
training,4WJM_A,179
training,4WJT_A,125
training,4WK7_A,183
training,4WN5_A,113
training,4WP2_A,20
training,4WP9_A,176
training,4WPK_A,265
training,4WQK_A,107
training,4WT7_A,253
training,4WTX_A,83
training,4WU0_A,314
training,4WW7_A,97
training,4WW7_B,101
training,4WX0_A,165
training,4WY4_A,35
training,4WY4_C,41
training,4WZ0_A,49
training,4X00_A,309
training,4X0J_A,132
training,4X28_A,125
training,4X2H_A,104
training,4X2P_A,271
training,4X2R_A,222
training,4X5P_A,187
training,4X7K_A,208
training,4X8E_A,282
training,4X90_A,158
training,4X9T_A,306
training,4X9X_A,200
training,4XA9_A,141
training,4XAB_A,115
training,4XB6_A,100
training,4XB6_C,341
training,4XBA_A,136
training,4XCV_A,296
training,4XDU_A,198
training,4XFJ_A,361
training,4XFM_A,204
training,4XHF_A,204
training,4XIJ_A,325
training,4XKZ_A,146
training,4XOT_A,666
training,4XQ7_A,336
training,4XQM_A,133
training,4XRM_A,29
training,4XRW_A,151
training,4XSL_A,325
training,4XTB_A,76
training,4XTV_A,328
training,4XWW_A,217
training,4XXL_A,118
training,4XXT_A,117
training,4Y0C_A,102
training,4Y0H_A,228
training,4Y1W_A,157
training,4Y7S_A,55
training,4Y88_A,62
training,4Y9W_A,335
training,4YAM_A,200
training,4YBR_A,81
training,4YDP_A,55
training,4YE7_A,88
training,4YFB_A,183
training,4YFU_A,286
training,4YI8_A,157
training,4YKI_A,290
training,4YL8_B,26
training,4YLA_A,404
training,4YNH_A,75
training,4YNX_A,29
training,4YSI_A,168
training,4YTD_A,67
training,4YVO_A,117
training,4YWZ_A,83
training,4YYC_A,320
training,4YYF_A,196
training,4YZG_A,146
training,4YZO_A,197
training,4YZZ_A,476
training,4Z2O_A,103
training,4Z48_A,164
training,4Z4A_A,24
training,4Z67_A,140
training,4Z9D_A,138
training,4Z9H_A,114
training,4ZA2_A,233
training,4ZBL_A,134
training,4ZBO_A,327
training,4ZF7_A,46
training,4ZFL_A,253
training,4ZHB_A,156
training,4ZIL_A,153
training,4ZJU_A,256
training,4ZKQ_A,188
training,4ZLD_A,95
training,4ZMK_A,32
training,4ZOY_A,324
training,4ZQB_A,207
training,4ZR7_A,56
training,4ZUR_A,452
training,4ZXG_A,88
training,5A04_A,343
training,5A0L_A,175
training,5A0N_A,204
training,5A10_A,308
training,5A12_A,295
training,5A2G_A,452
training,5A3Y_A,287
training,5A4A_A,183
training,5A67_A,148
training,5A6M_A,465
training,5A7V_A,390
training,5A8J_A,228
training,5A96_A,154
training,5A9T_A,103
training,5ACS_A,206
training,5AF3_A,111
training,5AF7_A,365
training,5AFO_A,286
training,5AIZ_A,97
training,5AJG_A,230
training,5AMT_A,127
training,5AOT_A,104
training,5APG_A,105
training,5B1R_A,133
training,5B3K_A,98
training,5B3P_A,63
training,5B4B_A,234
training,5B66_A,136
training,5B6D_A,199
training,5B7H_A,192
training,5B8D_A,57
training,5BJX_A,271
training,5BK9_A,299
training,5BO7_A,100
training,5BOW_A,126
training,5BP9_A,170
